来源	文件	位置	原文	参考译文	填写中文	长度状态
UI	lang0.pak	DST_HLS_CONFIRM_DURATION	Duration: %s			
UI	lang0.pak	DST_HLS_CONFIRM_GIFT_CHARACTER	Character			
UI	lang0.pak	DST_HLS_CONFIRM_GIFT_SELECT_PLAYER	Select Player			
UI	lang0.pak	DST_HLS_CONFIRM_GIFT_SERVER	Servers			
UI	lang0.pak	DST_HLS_CONFIRM_GIFT_TITLE	Gift			
UI	lang0.pak	DST_HLS_CONFIRM_GIFT_WHO	Gift Who?			
UI	lang0.pak	DST_HLS_CONFIRM_HAVE_CASH	Have Cash			
UI	lang0.pak	DST_HLS_CONFIRM_HTML_GUIDE	Purchases are Not Refundable.			
UI	lang0.pak	DST_HLS_CONFIRM_NEED_CASH	Need Cash			
UI	lang0.pak	DST_HLS_CONFIRM_REMAIN_CASH	Remain			
UI	lang0.pak	DST_HLS_CONFIRM_RESULT_GUIDE	Info Shown Below. Hit OK to Complete.			
UI	lang0.pak	DST_HLS_CONFIRM_TITLE	Buy			
UI	lang0.pak	DST_HLS_GIFT_CHAR_NAME_GUIDE	Enter Player Name			
UI	lang0.pak	DST_HLS_HAVE_CASH	Cash			
UI	lang0.pak	DST_HLS_HAVE_COIN	Coins			
UI	lang0.pak	DST_HLS_HAVE_EVENTCOIN	Event Coin			
UI	lang0.pak	DST_HLS_INIT_SEARCH	Refresh			
UI	lang0.pak	DST_HLS_ITEM_BUY_SUCCESS	Item Bought			
UI	lang0.pak	DST_HLS_ITEM_GIFT_SUCCESS	Item Gifted			
UI	lang0.pak	DST_HLS_ITEM_NOT_CONFIRM_GIFT	Gift Not Confirmed			
UI	lang0.pak	DST_HLS_ITEM_TOOLTIP_DURATION_TYPE_LIMIT	Limit			
UI	lang0.pak	DST_HLS_ITEM_TOOLTIP_DURATION_TYPE_NOLIMIT	Consumable			
UI	lang0.pak	DST_HLS_ITEM_TOOLTIP_PACKAGE	Package			
UI	lang0.pak	DST_HLS_ITEM_TOOLTIP_PACKAGE_ITEM	%s %d more			
UI	lang0.pak	DST_HLS_ITEM_TYPE_ACCOUNT_STORE	Extend Time of Bank Account			
UI	lang0.pak	DST_HLS_ITEM_TYPE_ADD_CHARACTER	Seniors can add more Characters			
UI	lang0.pak	DST_HLS_ITEM_TYPE_ADD_CHARACTER_PLUS	You can add a Character			
UI	lang0.pak	DST_HLS_ITEM_TYPE_EXP_ZENNY	Add Zeni to Gain Bonus EXP			
UI	lang0.pak	DST_HLS_ITEM_TYPE_GMT	Extend Time			
UI	lang0.pak	DST_HLS_ITEM_TYPE_ITEM_CREATE	Cash Shop Capsule			
UI	lang0.pak	DST_HLS_ITEM_TYPE_PACKAGE	Bundles			
UI	lang0.pak	DST_HLS_QUICK_LINK	Related Items			
UI	lang0.pak	DST_HLS_REFRESH	Refresh			
UI	lang0.pak	DST_HLS_SEARCH	Search			
UI	lang0.pak	DST_HLS_SEARCH_GUIDE	Enter Item Name			
UI	lang0.pak	DST_HLS_SLOT_BUY	Buy			
UI	lang0.pak	DST_HLS_SLOT_GIFT	Gift			
UI	lang0.pak	DST_HLS_SLOT_PREVIEW	Preview			
UI	lang0.pak	DST_HLS_TITLE	Cash Shop			
UI	lang0.pak	DST_RESETS_TITLE	Reset your Character Level			
UI	lang0.pak	DST_HOIPOIMIX_BUTTON_CREATE	Start			
UI	lang0.pak	DST_HOIPOIMIX_BUTTON_STOP	Stop			
UI	lang0.pak	DST_HOIPOIMIX_CONCENT_CATEGORY	Controls			
UI	lang0.pak	DST_HOIPOIMIX_CONCENT_CATEGORY_EX	Progress			
UI	lang0.pak	DST_HOIPOIMIX_CONCENT_RATE_BAD	Bad			
UI	lang0.pak	DST_HOIPOIMIX_CONCENT_RATE_GOOD	Good			
UI	lang0.pak	DST_HOIPOIMIX_CONCENT_RATE_PERFECT	Perfect			
UI	lang0.pak	DST_HOIPOIMIX_CREATE	Create HoiPoi Mix			
UI	lang0.pak	DST_HOIPOIMIX_CREATE_FAILED	Failed-%s			
UI	lang0.pak	DST_HOIPOIMIX_CREATE_FAILED_NOTIFY	Failed Crafting! %s			
UI	lang0.pak	DST_HOIPOIMIX_CREATE_FIRST_GUIDE	Press Space Bar at correct time to get -Superb- Crafting Bonus			
UI	lang0.pak	DST_HOIPOIMIX_CREATE_NEED_MATERIAL	Not enough materials			
UI	lang0.pak	DST_HOIPOIMIX_CREATE_NEED_SET_NUMBER	Set # of items to Craft			
UI	lang0.pak	DST_HOIPOIMIX_CREATE_SUCCESSED_NOTIFY	%d successful crafted.			
UI	lang0.pak	DST_HOIPOIMIX_CREATE_SUCCESS_GREAT	Superb-%s			
UI	lang0.pak	DST_HOIPOIMIX_CREATE_SUCCESS_GREAT_NOTIFY	Superb! %s Crafted Bonus			
UI	lang0.pak	DST_HOIPOIMIX_CREATE_SUCCESS_NORMAL	Success-%s			
UI	lang0.pak	DST_HOIPOIMIX_CREATE_SUCCESS_NORMAL_NEW	Success-%s (%s)			
UI	lang0.pak	DST_HOIPOIMIX_CREATE_SUCCESS_NORMAL_NOTIFY	Success! %s Crafted.			
UI	lang0.pak	DST_HOIPOIMIX_CREATE_SUCCESS_NORMAL_NOTIFY_NEW	Success! %s (%s)Crafted.			
UI	lang0.pak	DST_HOIPOIMIX_CREATE_TAB	Create			
UI	lang0.pak	DST_HOIPOIMIX_EMPTY_BY_FILTER	No Recipes found			
UI	lang0.pak	DST_HOIPOIMIX_EP_CONTROL_NEED_MORE_EP	Need more EP			
UI	lang0.pak	DST_HOIPOIMIX_EP_CONTROL_NOTICE_MSGBOX	"[align = ""center""]HoiPoi Mix Guide[br][br]The concentration control[br]EP is used[br][br]You can't create item when EP is low[br]Please stop, and recover your EP[br][br]If you proceed without EP, chance of success is lower[br][br]Do you want to mix?"			
UI	lang0.pak	DST_HOIPOIMIX_FARERATE	Mix Machine Setup Fee			
UI	lang0.pak	DST_HOIPOIMIX_GUIDE_ALREADY_REGIST_THIS_MATERIAL	Item already Registered			
UI	lang0.pak	DST_HOIPOIMIX_GUIDE_CAN_NOT_DEVIDE_MATERIAL	Can't Divide Item			
UI	lang0.pak	DST_HOIPOIMIX_GUIDE_CAN_NOT_REGIST_MATERIAL_FOR_CREATING	Can't register			
UI	lang0.pak	DST_HOIPOIMIX_GUIDE_CAN_NOT_UNREGIST_MATERIAL_FOR_CREATING	Can't unregister			
UI	lang0.pak	DST_HOIPOIMIX_GUIDE_NEED_TO_CLOSE_RECIPE_WINDOW	Close Window			
UI	lang0.pak	DST_HOIPOIMIX_GUIDE_NEED_TO_CORRECT_MATERIAL	Wrong Item			
UI	lang0.pak	DST_HOIPOIMIX_GUIDE_NEED_TO_REGIST_REQUIRED_MATERIAL	Register the items.			
UI	lang0.pak	DST_HOIPOIMIX_GUIDE_NEED_TO_UNREGIST_MATERIAL	Unregister Item			
UI	lang0.pak	DST_HOIPOIMIX_GUI_TITLE	HoiPoi Mix			
UI	lang0.pak	DST_HOIPOIMIX_INFOWND_NEED_TO_CREATE	Item needed			
UI	lang0.pak	DST_HOIPOIMIX_MACHINE_CREATE_FAIL_BY_POSITION	Can't Generate HoiPoi Mix in this Location			
UI	lang0.pak	DST_HOIPOIMIX_MACHINE_DEL	Recover Machine			
UI	lang0.pak	DST_HOIPOIMIX_MATERIAL_CATEGORY	Prepare			
UI	lang0.pak	DST_HOIPOIMIX_NEED_TO_SELECT_RECIPE	Choose a Recipe!			
UI	lang0.pak	DST_HOIPOIMIX_PREVIEW_CATEGORY	Preview			
UI	lang0.pak	DST_HOIPOIMIX_RECIPE_FILTER_BUILT_IN	Built			
UI	lang0.pak	DST_HOIPOIMIX_RECIPE_FILTER_NORMAL	Normal			
UI	lang0.pak	DST_HOIPOIMIX_RECIPE_FILTER_SPECIAL	Special			
UI	lang0.pak	DST_HOIPOIMIX_RECIPE_FILTER_TOTAL	Total			
UI	lang0.pak	DST_HOIPOIMIX_RECIPE_FILTER_EVENT	Events			
UI	lang0.pak	DST_HOIPOIMIX_RECIPE_TAB	Recipes			
UI	lang0.pak	DST_HOIPOIMIX_REGISTER_RECIPE	%s Recorded			
UI	lang0.pak	DST_HOIPOIMIX_REGISTER_SKILL	%s crafting learned.			
UI	lang0.pak	DST_HOIPOIMIX_REQUIRED_LEVEL	Required Lv.%d			
UI	lang0.pak	DST_HOIPOIMIX_REQUIRED_ZENNY	Cost: %d			
UI	lang0.pak	DST_HOIPOIMIX_REQUIRED_ZENNY_ON_MIXMACHINE	[Off] repair: %d			
UI	lang0.pak	DST_HOIPOIMIX_SKILL_RESET_MSGBOX	"[align = ""center""]Crafting Reset[br][br]If you lose Crafting[br]you can't make the Items anymore[br][br]you lose : %s[br][br]if you drop crafting[br]all recipes delete[br][br]Unlearn this crafting specialty?"			
UI	lang0.pak	DST_HOIPOIMIX_SKILL_RESET_RESULT	%s Unlearned			
UI	lang0.pak	DST_HOIPOIMIX_SKILL_SET_MSGBOX	"[align = ""center""]Learn crafting:[br][br]Through crafting[br]Items can be created.[br][br]For this crafting specialty[br]you require:[br][br]To learn crafting: %s[br][br]Level : %d or higher[br]Zeni : %s[br][br]Craft as follow:[br]1. Learn crafting Technique[br]2. Get Recipe[br]3. Get Materials[br]4. Mix in Mix Machine[br][br]Do you want to learn this specialty?"			
UI	lang0.pak	DST_HOIPOIMIX_TOOLTIP_CALC	Set number of items to craft			
UI	lang0.pak	DST_HOIPOIMIX_TOOLTIP_CREATE	Press Space exactly when blue bar is between the green lines.			
UI	lang0.pak	DST_HOIPOIMIX_TOOLTIP_CREATE_NEW	Can create different quality Item.			
UI	lang0.pak	DST_HOIPOIMIX_TOOLTIP_MAX	Set number of items to craft			
UI	lang0.pak	DST_HOIPOIMIX_TOOLTIP_STOP	Stop the creating progress			
UI	lang0.pak	DST_HOIPOIMIX_UNSET_FARERATE	Price Unknown			
UI	lang0.pak	DST_H_FIGHTER_STREET_SWORD	Martial Artist Classes			
UI	lang0.pak	DST_H_MYSTIC_CRANE_TURTLE	Spiritualist Classes			
UI	lang0.pak	DST_INIT_SKILL_ONE_POINT_CAN_NOT_DO_IT_NOW	Can't do it right now.			
UI	lang0.pak	DST_INIT_SKILL_ONE_POINT_CAN_NOT_INIT_HTB	HTB can't be initialized.			
UI	lang0.pak	DST_INIT_SKILL_ONE_POINT_SUCCESS	Acquired a skill point.			
UI	lang0.pak	DST_INPUT_YOUR_ID	"[align = ""center""][font size = ""12"" color=""f4d762""]Confirm ID[/font][br][br][font size = ""10"" color=""269eff""]You have entered nothing.[br]Please enter your ID[/font][br][br][font size = ""10"" color=""f36a7c""]User details:[br]2-8 characters[/font][br][br][font size = ""10"" color=""ffffff""]Click OK[/font]"			
UI	lang0.pak	DST_INPUT_YOUR_PASSWORD	"[align = ""center""][font size = ""12"" color=""f4d762""]Password[/font][br][br]Please enter your Password[br][br]Remember to keep it secure."			
UI	lang0.pak	DST_INVENTORY_SORT_MSGBOX	"[align = ""center""][font size = ""12"" color=""f4d762""]Sort: %s[/font][br][br][font size = ""10"" color=""ffffff""]Sort the items within your backpack?[/font]"			
UI	lang0.pak	DST_RESET_CONFIRM_MSGBOX	"[align = ""center""][font size = ""12"" color=""f4d762""]Reset: %s[/font][br][br][font size = ""10"" color=""ffffff""]By doing this, your character will return to   Level 1 and receive a bonus. Are you sure?[/font]"			
UI	lang0.pak	DST_INVENTORY_SORT_UNABLE	Unable to sort Item			
UI	lang0.pak	DST_LOBBY_MUST_LOGIN_FIRST	"[align = ""center""][font size = ""12"" color=""f4d762""]Appearance Change[/font][br][br][font size = ""10"" color=""ffffff""]You need login your Character First![/font]"			
UI	lang0.pak	DST_LOBBY_EDIT_ONLY_LAST	"[align = ""center""][font size = ""12"" color=""f4d762""]Appearance Change[/font][br][br][font size = ""10"" color=""ffffff""]Edit only the Last Character used![/font]"			
UI	lang0.pak	DST_ITEM	Item			
UI	lang0.pak	DST_ITEMDISASSEMBLETABNAME	Disassemble Equipment			
UI	lang0.pak	DST_ITEMDISASSEMBLE_CLOSE	Close			
UI	lang0.pak	DST_ITEMDISASSEMBLE_INFO	Click on the icon and\nchoose the Item			
UI	lang0.pak	DST_ITEMDISASSEMBLE_RESULT_NAME	Disassemble result			
UI	lang0.pak	DST_ITEMDISASSEMBLE_RESULT_TITLE	Obtaining material!			
UI	lang0.pak	DST_ITEMDOWNGRADE_ARMOR	Armor can be downgraded to level %d.			
UI	lang0.pak	DST_ITEMDOWNGRADE_NOT	Item can't be downgraded			
UI	lang0.pak	DST_ITEMDOWNGRADE_WEAPON	Weapon can be downgraded to level %d.			
UI	lang0.pak	DST_ITEMGRADETRANSFER_COMMENT	"[align = ""left""][font size = ""12"" color=""ffffff""]Item Grade transfer[/font][br][br][font size = ""10"" color=""ffffff""]Items can be upgraded but[br]the additive item disappears.[/font]"			
UI	lang0.pak	DST_ITEMGRADETRANSFER_COMPLETE_COMMENT	"[align = ""left""][font size = ""10"" color=""ffffff""]Transfer complete[br][br]Start transfer for %s ?[/font]"			
UI	lang0.pak	DST_ITEMGRADETRANSFER_ITEMLEVEL_ERR	Item doesn't meet the level.			
UI	lang0.pak	DST_ITEMGRADETRANSFER_ITEMTOOLTIP	Insert upgrade item.			
UI	lang0.pak	DST_ITEMGRADETRANSFER_ITEMTYPE_ERR	Only the same type work.			
UI	lang0.pak	DST_ITEMGRADETRANSFER_MATERIALCNT_ERR	More mysterious powder needed.			
UI	lang0.pak	DST_ITEMGRADETRANSFER_MATERIALNEED_COMMENT	"[align = ""left""][font size = ""10"" color=""f36a7c""]%d mysterious Powder [/font][font size = ""10"" color=""269eff""]Level %d[/font][br][font size = ""10"" color=""ffffff""]to enhance item [/font][font size = ""10"" color=""f4d762""]%s[br][/font][font size = ""10"" color=""ffffff""]Press the button please.[/font]"			
UI	lang0.pak	DST_ITEMGRADETRANSFER_MATERIALTOOLTIP	Place mysterious powder.			
UI	lang0.pak	DST_ITEMGRADETRANSFER_MATERIALTYPE_ERR	To proceed insert mysterious powder.			
UI	lang0.pak	DST_ITEMGRADETRANSFER_NOGRADEITEM_ERR	First, upgrade the item.			
UI	lang0.pak	DST_ITEMGRADETRANSFER_OK	Item Level Transfer			
UI	lang0.pak	DST_ITEMGRADETRANSFER_REQUESTION	"[align = ""center""][font size = ""12"" color=""f36a7c""]Notifications[/font][br][br][font size = ""10"" color=""ffffff""]Reinforced grades consume:[br][/font][font size = ""10"" color=""f4d762""] %s + %d[br][/font][font size = ""10"" color=""ffffff""]Are you sure you want to proceed?[/font]"			
UI	lang0.pak	DST_ITEMGRADETRANSFER_RESULTCOMMENT	"[align = ""center""][font size = ""12"" color=""f4d762""]Reinforced grades completed[/font][br][br][font size = ""10"" color=""ffffff""]It has acquired the following items.[br][br][/font][font size = ""10"" color=""f4d762""]%s + %d[br][/font]"			
UI	lang0.pak	DST_ITEMGRADETRANSFER_TARGETTOOLTIP	Insert Target-Item please			
UI	lang0.pak	DST_ITEMLIST	Item list			
UI	lang0.pak	DST_ITEMLIST_REMAINTIME	Time Left: %dd %dh			
UI	lang0.pak	DST_ITEMLIST_REMAINTIME_H	Time Left: %dh			
UI	lang0.pak	DST_ITEMPROPERTY_NOTIFY_TRANSITEM_NEED_LEVEL_ERR	Need an Item same or higher level			
UI	lang0.pak	DST_ITEMPROPERTY_NOTIFY_TRANSITEM_NONE	Insert the item as target first			
UI	lang0.pak	DST_ITEMPROPERTY_NOTIFY_TRANSITEM_RANK_ERR	Item must be same or above quality			
UI	lang0.pak	DST_ITEMPROPERTY_TRANSFER	Change Attributes			
UI	lang0.pak	DST_ITEMPROPERTY_TRANSFER_INFOTITLE	Select an element and apply PROP to gloves or jacket.			
UI	lang0.pak	DST_ITEMUPGRADE_ARMORDATAINFO	Press the button to attempt to upgrade by 1 level.			
UI	lang0.pak	DST_ITEMUPGRADE_ARMORTYPE	Armor Upgrade.			
UI	lang0.pak	DST_ITEMUPGRADE_ARMOR_ITEMTEXT	Level %d Gear can be upgraded.			
UI	lang0.pak	DST_ITEMUPGRADE_ARMOR_STONE	Level %d Gear can be upgraded.			
UI	lang0.pak	DST_ITEMUPGRADE_BROKEN	Item destroyed [ %s + %d ]			
UI	lang0.pak	DST_ITEMUPGRADE_BTNCLICK	Click button to attempt Upgrade.			
UI	lang0.pak	DST_ITEMUPGRADE_BTN_CANCEL	Cancel			
UI	lang0.pak	DST_ITEMUPGRADE_BTN_COMPOUND	Upgrade			
UI	lang0.pak	DST_ITEMUPGRADE_BTN_COMPOUND_DOWN	Downgrade			
UI	lang0.pak	DST_ITEMUPGRADE_COUPON_ARMOR	100%% chance to increase armor level by %d			
UI	lang0.pak	DST_ITEMUPGRADE_COUPON_COMMENT	Insert an equipment item.			
UI	lang0.pak	DST_ITEMUPGRADE_COUPON_FULL	100%% chance to increase item level by %d			
UI	lang0.pak	DST_ITEMUPGRADE_COUPON_LAST_COMMENT	You can only upgrade items that are not reinforced.			
UI	lang0.pak	DST_ITEMUPGRADE_COUPON_LEVEL_ERR	Coupon level too low for this item			
UI	lang0.pak	DST_ITEMUPGRADE_COUPON_TYPE_ERR	Can't use coupon with this type of item			
UI	lang0.pak	DST_ITEMUPGRADE_COUPON_USE_ITEM_ERR	Item is too strong to be used with coupons.			
UI	lang0.pak	DST_ITEMUPGRADE_COUPON_WEAPON	100%% chance to increase weapon level by %d			
UI	lang0.pak	DST_ITEMUPGRADE_DESTROY_PREDICT	High Break Rate			
UI	lang0.pak	DST_ITEMUPGRADE_DLGTITLE	Upgrade items			
UI	lang0.pak	DST_ITEMUPGRADE_DOWN_VALUE_MSG	Upgrade failed, reduced by %d.			
UI	lang0.pak	DST_ITEMUPGRADE_EX_AMRORGREATER_INFO	Item will gain 1-3 levels if successful.			
UI	lang0.pak	DST_ITEMUPGRADE_EX_AMRORUPGRADE_INFO	Item will gain 1 level if successful.			
UI	lang0.pak	DST_ITEMUPGRADE_EX_AMRORUPGRADE_ONLY	Level 1 ~ %d items can be upgraded.			
UI	lang0.pak	DST_ITEMUPGRADE_EX_ARMORDOWNGRADE_INFO	Item will lose 1 level.			
UI	lang0.pak	DST_ITEMUPGRADE_EX_ARMORDOWNGRADE_ONLY	Item can only be downgraded.			
UI	lang0.pak	DST_ITEMUPGRADE_EX_CON	Upgrade			
UI	lang0.pak	DST_ITEMUPGRADE_EX_GUARD_STONE_ALL_USE	All Whitestones used.			
UI	lang0.pak	DST_ITEMUPGRADE_EX_GUARD_STONE_SLOT	Place Whitestone.			
UI	lang0.pak	DST_ITEMUPGRADE_EX_ITEM_SLOT	Item upgrade slot			
UI	lang0.pak	DST_ITEMUPGRADE_EX_RETURN	Back			
UI	lang0.pak	DST_ITEMUPGRADE_EX_RE_ARMORDWONSTONE	Stone level too low.			
UI	lang0.pak	DST_ITEMUPGRADE_EX_RE_ARMORSTONE_INFO	Attempt to upgrade level %d  armor.			
UI	lang0.pak	DST_ITEMUPGRADE_EX_RE_WEAPONDWONSTONE	Place stone.			
UI	lang0.pak	DST_ITEMUPGRADE_EX_RE_WEAPONSTONE	Stone level too low.			
UI	lang0.pak	DST_ITEMUPGRADE_EX_RE_WEAPONSTONE_INFO	Attempt to upgrade level %d weapon.			
UI	lang0.pak	DST_ITEMUPGRADE_EX_SELECT	Upgrade			
UI	lang0.pak	DST_ITEMUPGRADE_EX_STONE_SLOT	Upgrade stone slot			
UI	lang0.pak	DST_ITEMUPGRADE_EX_TEXTINFO	Chances will go down even if upgrade fails.			
UI	lang0.pak	DST_ITEMUPGRADE_EX_TITLE	Item Upgrade			
UI	lang0.pak	DST_ITEMUPGRADE_EX_WEAPONDOWNGRADE_INFO	Item will lose 1 level.			
UI	lang0.pak	DST_ITEMUPGRADE_EX_WEAPONDOWNGRADE_ONLY	Item can only be downgraded.			
UI	lang0.pak	DST_ITEMUPGRADE_EX_WEAPONGREATER_INFO	Item will gain 1-3 levels if successful.			
UI	lang0.pak	DST_ITEMUPGRADE_EX_WEAPONUPGRADE_INFO	Item will gain 1 level if successful.			
UI	lang0.pak	DST_ITEMUPGRADE_EX_WEAPONUPGRADE_ONLY	Level 1 ~ %d items can be upgraded			
UI	lang0.pak	DST_ITEMUPGRADE_FAIL	Upgrade failed.			
UI	lang0.pak	DST_ITEMUPGRADE_GUARDSTONE_IS_LOW_LEVEL	Whitestone level is too low.			
UI	lang0.pak	DST_ITEMUPGRADE_GUARDSTONE_NOT_NEED	Whitestone not needed.			
UI	lang0.pak	DST_ITEMUPGRADE_INFO	The upgrade can go up to +20. If you use the special stones, they can increase the upgrade by +2 to +3 levels.			
UI	lang0.pak	DST_ITEMUPGRADE_INFOTITLE	Upgrade			
UI	lang0.pak	DST_ITEMUPGRADE_INFO_CORE_SLOT	HoiPoi prevent destruction			
UI	lang0.pak	DST_ITEMUPGRADE_INFO_DEFENCE	Defense			
UI	lang0.pak	DST_ITEMUPGRADE_INFO_HOIPOI_SLOT_ATTR	 mean			
UI	lang0.pak	DST_ITEMUPGRADE_INFO_HOIPOI_SLOT_ATTR_BETTER	 %.0f%% Gain			
UI	lang0.pak	DST_ITEMUPGRADE_INFO_HOIPOI_SLOT_ATTR_WORSE	 %.0f%% Loss			
UI	lang0.pak	DST_ITEMUPGRADE_INFO_HOIPOI_SLOT_EMPTY_LINE1	If changed successful:			
UI	lang0.pak	DST_ITEMUPGRADE_INFO_HOIPOI_SLOT_EMPTY_LINE2_1	 against 			
UI	lang0.pak	DST_ITEMUPGRADE_INFO_HOIPOI_SLOT_EMPTY_LINE3	Fail mean attribute cleared.			
UI	lang0.pak	DST_ITEMUPGRADE_INFO_HOIPOI_SLOT_EMPTY_TITLE	 assigned			
UI	lang0.pak	DST_ITEMUPGRADE_INFO_HOIPOI_SLOT_IN_1_BLACKCHANGE	%s will be downgraded.			
UI	lang0.pak	DST_ITEMUPGRADE_INFO_HOIPOI_SLOT_IN_1_CHANGE	If Successful item: %s will get different stats.			
UI	lang0.pak	DST_ITEMUPGRADE_INFO_HOIPOI_SLOT_IN_1_NO_BLACKCHANGE	Downgrade won't change stats.			
UI	lang0.pak	DST_ITEMUPGRADE_INFO_HOIPOI_SLOT_IN_1_NO_CHANGE	No changes if upgrade fails			
UI	lang0.pak	DST_ITEMUPGRADE_INFO_HOIPOI_SLOT_IN_2_BAD	Bad chance on success			
UI	lang0.pak	DST_ITEMUPGRADE_INFO_HOIPOI_SLOT_IN_2_BEST	Best chance on success			
UI	lang0.pak	DST_ITEMUPGRADE_INFO_HOIPOI_SLOT_IN_2_COMMON	Change to the stats due to failure,			
UI	lang0.pak	DST_ITEMUPGRADE_INFO_HOIPOI_SLOT_IN_2_GOOD	Good chance on success			
UI	lang0.pak	DST_ITEMUPGRADE_INFO_HOIPOI_SLOT_IN_2_LITTLE_BAD	Small chance on failure.			
UI	lang0.pak	DST_ITEMUPGRADE_INFO_HOIPOI_SLOT_IN_2_LITTLE_GOOD	Small chance on success			
UI	lang0.pak	DST_ITEMUPGRADE_INFO_HOIPOI_SLOT_IN_2_NORMAL	Normal chance on success			
UI	lang0.pak	DST_ITEMUPGRADE_INFO_HOIPOI_SLOT_IN_3	Item changes if upgrade fails.			
UI	lang0.pak	DST_ITEMUPGRADE_INFO_HOIPOI_SLOT_IN_3_NO_CHANGE	No changes if upgrade fails.			
UI	lang0.pak	DST_ITEMUPGRADE_INFO_ITEM_SLOT	Insert gloves or jacket here.			
UI	lang0.pak	DST_ITEMUPGRADE_INFO_OFFENCE	Damage			
UI	lang0.pak	DST_ITEMUPGRADE_RESULT_INFO	After +6, it's mandatory to use a white stone to progress and protect your equipment.			
UI	lang0.pak	DST_ITEMUPGRADE_ITEMDATAINFO	If you don't use a white stone after +4, your item might fail and downgrade, returning to +0.			
UI	lang0.pak	DST_ITEMUPGRADE_ITEMGUARDINFO	If you don't use a white stone after +6, the item might break, resulting in its permanent loss.			
UI	lang0.pak	DST_ITEMUPGRADE_ITEMSLOT_ERROR	Can't upgrade item.			
UI	lang0.pak	DST_ITEMUPGRADE_ITEM_TOOTLP	Place weapon or armor.			
UI	lang0.pak	DST_ITEMUPGRADE_STOP	Stop!			
UI	lang0.pak	DST_ITEMUPGRADE_MAINTITLE	1. Upgrade			
UI	lang0.pak	DST_ITEMUPGRADE_MSG_BLACKHOIPOISTONE_IN_FAIL_CLASS	Level too low			
UI	lang0.pak	DST_ITEMUPGRADE_MSG_BLACKHOIPOISTONE_IN_FAIL_QUANTITY	"[font size = ""10"" color = ""ffff33""]%s is insufficient.[br][br]%s[/font][font size = ""10"" color = ""dd0010""] %d[/font][font size = ""10"" color = ""ffff33""] requires %s[br]When successful, the item will decrease by 1.[/font]"			
UI	lang0.pak	DST_ITEMUPGRADE_MSG_BLACK_HOIPOISTONE_IN	"[font size = ""10"" color = ""ffffff""]Item ready.[br]Click an element slot to choose the PROP you want.[br]No sacrifice item required.[/font]"			
UI	lang0.pak	DST_ITEMUPGRADE_MSG_CHANGE_ATTR	Stat Changes[br]%s Stats %s Stat changes			
UI	lang0.pak	DST_ITEMUPGRADE_MSG_DOWNGRADEREADY	Possible downgrade[br]%s[br][br]Downgrade success rate 100%%[br]%s Change %s%s			
UI	lang0.pak	DST_ITEMUPGRADE_MSG_ENERGY_DOWN	Energy Attack %s Decrease %d -> %d			
UI	lang0.pak	DST_ITEMUPGRADE_MSG_ENERGY_UP	Energy Attack %s Increase %d -> %d			
UI	lang0.pak	DST_ITEMUPGRADE_MSG_HOIPOISTONE_IN	Please insert to upgrade weapons and armor[br][br]Higher chance on success on lower grade items.			
UI	lang0.pak	DST_ITEMUPGRADE_MSG_HOIPOISTONE_IN_FAIL_CLASS	HoiPoi Stone Level is too low.			
UI	lang0.pak	DST_ITEMUPGRADE_MSG_HOIPOISTONE_IN_FAIL_QUANTITY	%s need more[br][br]%s[br]%d %d need more and/or higher success rating items			
UI	lang0.pak	DST_ITEMUPGRADE_MSG_ITEM_IN	Please put in HoiPoi stones[br][br]When you upgrade[br]: %d HoiPoi stone [br] %d are required.[br][br]When downgrade[br] : %d black stones are required			
UI	lang0.pak	DST_ITEMUPGRADE_MSG_MAXLEVEL_ITEM_IN	"[font size = ""10"" color = ""FFFF33""]Please insert a second item[br][br]Note: A Second Item increases the success rate.[/font]"			
UI	lang0.pak	DST_ITEMUPGRADE_MSG_MINLEVEL_ITEM_IN	Please insert a second item[br][br]Note: A Second Item increase the success rate.			
UI	lang0.pak	DST_ITEMUPGRADE_MSG_NO_CHANGE_ATTR	No stats changed			
UI	lang0.pak	DST_ITEMUPGRADE_MSG_NO_CHANGE_PARAMETER	No change			
UI	lang0.pak	DST_ITEMUPGRADE_MSG_PHYSICAL_DOWN	Attack%s Decrease %d -> %d			
UI	lang0.pak	DST_ITEMUPGRADE_MSG_PHYSICAL_UP	Attack %s Increase %d -> %d			
UI	lang0.pak	DST_ITEMUPGRADE_MSG_PUREHOIPOISTONE_IN_FAIL_QUANTITY	%s Need more[br][br]%s %d Stone required[br]Success will increase the item rated 1~3			
UI	lang0.pak	DST_ITEMUPGRADE_MSG_PURE_ENERGY_UP	Pure Energy Attack %s Increase %d -> %d			
UI	lang0.pak	DST_ITEMUPGRADE_MSG_PURE_HOIPOISTONE_IN	Please insert to upgrade weapons and armor.[br][br]Success will increase the item rated 1-3			
UI	lang0.pak	DST_ITEMUPGRADE_MSG_PURE_PHYSICAL_UP	Pure Attack %s Increase %d -> %d			
UI	lang0.pak	DST_ITEMUPGRADE_MSG_SLOT_IS_EMPTY	"[font size = ""10"" color = ""ffffff""]Insert gloves or jacket into the center slot.[br]Then click an element to select the desired PROP.[/font]"			
UI	lang0.pak	DST_ITEMUPGRADE_MSG_UNDOWNGRADABLE_ITEM	This item Can't be Downgraded.			
